icon_url,description,tree,id,tree_background_url,prerequisite,name,max_rank,column,points_req,tier
https://talent-builder.haaxor1689.dev/icons/ability_warrior_strengthofarms.png,Increases your maximum Rage by [10/20/30].,ARMS,warrior_arms_boundlessanger,,,Boundless Anger,3,,25,6
https://talent-builder.haaxor1689.dev/icons/ability_warrior_savageblow.png,"A vicious strike that deals 115% weapon damage and wounds the target, reducing the effectiveness of any healing by 50% for 10 sec.",ARMS,warrior_arms_mortalstrike,,,Mortal Strike,1,,30,7
https://talent-builder.haaxor1689.dev/icons/spell_nature_purge.png,Increases the area of effect of all shouts by [12/24/36/48/60]% and the duration of your Battle and Demoralizing Shout by [12/24/36/48/60]%.,FURY,warrior_fury_boomingvoice,,,Booming Voice,5,,0,1
https://talent-builder.haaxor1689.dev/icons/ability_rogue_eviscerate.png,Increases your chance to get a critical strike with melee weapons by [1/2/3/4/5]%.,FURY,warrior_fury_cruelty,,,Cruelty,5,,0,1
https://talent-builder.haaxor1689.dev/icons/ability_dualwield.png,Increases the damage done by your offhand weapon by [5/10/15/20/25]% and your chance to hit with your offhand weapon by [2/4/6/8/10]%.,FURY,warrior_fury_dualwieldspecialization,,,Dual Wield Specialization,5,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_nature_stoneclawtotem.png,Gives you a [15/30/45/60/75]% chance to generate an additional Rage point when you deal melee damage with a weapon. The effect is doubled for two-handed weapons.,FURY,warrior_fury_unbridledwrath,,,Unbridled Wrath,5,,5,2
https://talent-builder.haaxor1689.dev/icons/ability_warrior_commandingshout.png,Increases the melee attack power bonus of your Battle Shout by [5/10/15/20/25]% and increases the melee attack power reduction of your Demoralizing Shout by [8/16/24/32/40]%.,FURY,warrior_fury_improvedshouts,,,Improved Shouts,5,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_shadow_deathscream.png,"Causes all enemies near the warrior to be dazed, reducing movement speed by 50% for 6 sec.",FURY,warrior_fury_piercinghowl,,,Piercing Howl,1,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_shadow_summonimp.png,Regenerates [2/4/6]% of your total Health over 6 sec after being the victim of a critical strike.,FURY,warrior_fury_bloodcraze,,,Blood Craze,3,,10,3
https://talent-builder.haaxor1689.dev/icons/ability_rogue_sprint.png,"Reduces the cooldown of your Intercept and Intervene abilities by [5/10] sec, and your Charge ability by [2/4] sec.",FURY,warrior_fury_battlefieldmobility,,,Battlefield Mobility,2,,15,4
https://talent-builder.haaxor1689.dev/icons/spell_shadow_unholyfrenzy.png,Gives you a [4/8/12/16/20]% melee damage bonus for 8 sec after being the victim of a critical strike.,FURY,warrior_fury_enrage,,,Enrage,5,,15,4
https://talent-builder.haaxor1689.dev/icons/inv_gauntlets_04.png,"Gives your Pummel ability a [50/100]% chance to slow the victim for 4 sec. In addition, increases the duration of spellcasting school lockouts by [1/2] sec.",FURY,warrior_fury_improvedpummel,,,Improved Pummel,2,,15,4
https://talent-builder.haaxor1689.dev/icons/ability_whirlwind.png,Reduces the cooldown of your Whirlwind ability by [1/1/2] sec.,FURY,warrior_fury_improvedwhirlwind,,,Improved Whirlwind,3,,20,5
https://talent-builder.haaxor1689.dev/icons/spell_shadow_deathpact.png,"When activated, increases your physical damage by 20% and makes you immune to Fear effects, but lowers your armor and all resistances by 20%.  Lasts 30 sec.",FURY,warrior_fury_deathwish,,,Death Wish,1,,20,5
https://talent-builder.haaxor1689.dev/icons/inv_sword_48.png,Reduces the Rage cost of your Execute ability by [2/5].,FURY,warrior_fury_improvedexecute,,,Improved Execute,2,,20,5
https://talent-builder.haaxor1689.dev/icons/spell_nature_ancestralguardian.png,Using Berserker Rage generates [5/10] Rage and grants a [50/100]% chance to break free from movement impairing effects when activated.,FURY,warrior_fury_improvedberserkerrage,,,Improved Berserker Rage,2,,25,6
https://talent-builder.haaxor1689.dev/icons/ability_ghoulfrenzy.png,Increases your attack speed by [10/15/20/25/30]% for your next 3 swings after dealing a melee critical strike.,FURY,warrior_fury_flurry,,,Flurry,5,,25,6
https://talent-builder.haaxor1689.dev/icons/racial_troll_berserk.png,"While affected by Enrage, Death Wish, or Recklessness, your melee attacks and abilities restore [1/1/2]% of your maximum health.",FURY,warrior_fury_blooddrinker,,,Blood Drinker,3,,25,6
https://talent-builder.haaxor1689.dev/icons/spell_nature_bloodlust.png,"Instantly perform a reckless attack, dealing 100 damage plus 35% of your Attack Power and increasing your movement speed by 10% for 6 sec.",FURY,warrior_fury_bloodthirst,,,Bloodthirst,1,,30,7
https://talent-builder.haaxor1689.dev/icons/ability_racial_bloodrage.png,Increases the instant Rage generated by your Bloodrage ability by [2/5].,PROTECTION,warrior_protection_improvedbloodrage,,,Improved Bloodrage,2,,0,1
https://talent-builder.haaxor1689.dev/icons/inv_shield_06.png,Increases your chance to block attacks with a shield by [1/2/3/4/5]% and generates [1/2/3/4/5] rage when a block occurs.,PROTECTION,warrior_protection_shieldspecialization,,,Shield Specialization,5,,0,1
https://talent-builder.haaxor1689.dev/icons/spell_nature_mirrorimage.png,Increases your Defense skill by [7/14/20].,PROTECTION,warrior_protection_anticipation,,,Anticipation,3,,0,1
https://talent-builder.haaxor1689.dev/icons/spell_magic_magearmor.png,Increases your chance to resist Stun and Charm effects by an additional [3/6/9/12/15]%.,PROTECTION,warrior_protection_ironwill,,,Iron Will,5,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_holy_devotion.png,Increases your armor value from items by [2/4/6/8/10]% and the amount of damage absorbed by your shield by [3/6/9/12/15]%.,PROTECTION,warrior_protection_toughness,,,Toughness,5,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_holy_ashestoashes.png,"When activated, this ability temporarily grants you 30% of your maximum hit points for 20 seconds.  After the effect expires, the hit points are lost.",PROTECTION,warrior_protection_laststand,,,Last Stand,1,,10,3
https://talent-builder.haaxor1689.dev/icons/ability_warrior_intervene.png,Grants a [50/100]% chance to gain immunity to movement impairing effects for 3 sec after using Intervene.,PROTECTION,warrior_protection_improvedintervene,,,Improved Intervene,2,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_nature_reincarnation.png,Reduces the cooldown of your Taunt ability by [1/2] sec.,PROTECTION,warrior_protection_improvedtaunt,,,Improved Taunt,2,,10,3
https://talent-builder.haaxor1689.dev/icons/ability_warrior_revenge.png,Gives your Revenge ability a [15/30/45]% chance to stun the target for 3 sec and reduces its cooldown by [0.5/1/1.5] sec.,PROTECTION,warrior_protection_improvedrevenge,,,Improved Revenge,3,,10,3
https://talent-builder.haaxor1689.dev/icons/ability_warrior_shieldbash.png,Your Shield Slam has an additional [50/100]% chance to dispel 1 magic effect on the target and your Shield Bash ability has a [50/100]% chance to silence the target for 3 sec.,PROTECTION,warrior_protection_gagorder,,,Gag Order,2,,15,4
https://talent-builder.haaxor1689.dev/icons/ability_warrior_disarm.png,Decreases the cooldown of your Disarm ability by [10/20] secs.,PROTECTION,warrior_protection_improveddisarm,,,Improved Disarm,2,,15,4
https://talent-builder.haaxor1689.dev/icons/ability_warrior_innerrage.png,Increases the threat generated while in Defensive Stance by an additional [3/6/9/12/15]%.,PROTECTION,warrior_protection_defiance,,,Defiance,5,,15,4
https://talent-builder.haaxor1689.dev/icons/inv_sword_20.png,Increases the damage you deal with One-Handed Melee weapons by [2/4/6/8/10]%.,PROTECTION,warrior_protection_onehandedweaponspecialization,,,One-Handed Weapon Specialization,5,,20,5
https://talent-builder.haaxor1689.dev/icons/inv_shield_05.png,"Slam the target with your shield, causing 174 to 184 damage, modified by your shield block value and attack power. This attack causes a high amount of threat, and has a 50% chance of dispelling 1 magic effect on the target.",PROTECTION,warrior_protection_shieldslam,,,Shield Slam,1,,20,5
https://talent-builder.haaxor1689.dev/icons/ability_warrior_shieldmastery.png,"Reduces the cooldown of Shield Slam by [0.75/1.5] sec, and using this ability will also grant you an extra [35/70]% chance to block the next attack within 4.5 sec.",PROTECTION,warrior_protection_improvedshieldslam,,,Improved Shield Slam,2,,20,5
https://talent-builder.haaxor1689.dev/icons/ability_warrior_reprisal.png,"Increases the damage dealt by your Revenge ability by [25/50]%, and has a [50/100]% chance to refund its rage cost if successful.",PROTECTION,warrior_protection_reprisal,,,Reprisal,2,,20,5
https://talent-builder.haaxor1689.dev/icons/ability_warrior_shieldwall.png,Increases the effect duration of your Shield Wall ability by [1/2] secs and reduces its cooldown by [5/10] min.,PROTECTION,warrior_protection_improvedshieldwall,,,Improved Shield Wall,2,,25,6
https://talent-builder.haaxor1689.dev/icons/ability_warrior_stalwartprotector.png,"While wearing a shield, you retain [60/120/180]% of the increased threat generation from Defensive Stance in other stances.",PROTECTION,warrior_protection_defensivetactics,,,Defensive Tactics,3,,25,6
https://talent-builder.haaxor1689.dev/icons/ability_thunderbolt.png,Deals 115 damage and stuns the opponent for 3 sec. This ability deals a high amount of threat and penetrates 100% of the enemy's armor. Instantly generates 10 rage.,PROTECTION,warrior_protection_concussionblow,,,Concussion Blow,1,,30,7
https://talent-builder.haaxor1689.dev/icons/ability_golemthunderclap.png,Increases your Strength by [2/4/6/8/10]%.,HOLY,paladin_holy_divinestrength,,,Divine Strength,5,,0,1
https://talent-builder.haaxor1689.dev/icons/spell_nature_sleep.png,Increases your total Intellect by [2/4/6/8/10]%.,HOLY,paladin_holy_divineintellect,,,Divine Intellect,5,,0,1
https://talent-builder.haaxor1689.dev/icons/ability_paladin_judgementblue.png,Casting Judgement reduces the casting time of your next Holy Light by [0.3/0.6/1] sec.,HOLY,paladin_holy_holyjudgement,,,Holy Judgement,3,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_arcane_blink.png,Gives your Flash of Light and Holy Light spells a [35/70]% chance to not lose casting time when you take damage.,HOLY,paladin_holy_spiritualfocus,,,Spiritual Focus,2,,5,2
https://talent-builder.haaxor1689.dev/icons/ability_thunderbolt.png,Increases the damage done by your Seal of Righteousness and Judgement of Righteousness by [2/4/6/8/10]%.,HOLY,paladin_holy_improvedsealofrighteousness,,,Improved Seal of Righteousness,5,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_holy_holybolt.png,"Increases the amount healed by your Holy Light, Flash of Light and Holy Shock spells by [4/8/12]%.",HOLY,paladin_holy_healinglight,,,Healing Light,3,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_holy_mindvision.png,Increases Holy damage done by party members within 30 yards by 10%.  Players may only have one Aura on them per Paladin at any one time.,HOLY,paladin_holy_sanctityaura,,,Sanctity Aura,1,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_holy_layonhands.png,"Gives the target of your Lay on Hands spell a [15/30]% bonus to their armor value from items for 2 min.  In addition, the cooldown for your Lay on Hands spell is reduced by [10/20] min.",HOLY,paladin_holy_improvedlayonhands,,,Improved Lay on Hands,2,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_holy_unyieldingfaith.png,Increases your chance to resist Fear and Disorient effects by an additional [5/10]%.,HOLY,paladin_holy_unyieldingfaith,,,Unyielding Faith,2,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_holy_mindsooth.png,Increases the effect of your Concentration Aura by an additional [5/10/15]% and gives all group members affected by the aura an additional [5/10/15]% chance to resist Silence and Interrupt effects.,HOLY,paladin_holy_improvedconcentrationaura,,,Improved Concentration Aura,3,,15,4
https://talent-builder.haaxor1689.dev/icons/spell_holy_greaterheal.png,"After getting a critical effect from your Flash of Light, Holy Light, or Holy Shock heal spell, you regain Mana equal to [12/24/36/48/60]% of the base cost of the spell.",HOLY,paladin_holy_illumination,,,Illumination,5,,15,4
https://talent-builder.haaxor1689.dev/icons/inv_shoulder_30.png,Increases your healing power by [1/2]% of your Armor.,HOLY,paladin_holy_ironclad,,,Ironclad,2,,15,4
https://talent-builder.haaxor1689.dev/icons/spell_holy_heal.png,Improves your chance to get a critical strike with Holy Shock by [10/20/30/40/50]%.,HOLY,paladin_holy_divinefavor,,,Divine Favor,5,,20,5
https://talent-builder.haaxor1689.dev/icons/spell_holy_searinglight.png,"Blasts the target with Holy energy, causing 97 to 104 Holy damage to an enemy, or 311 to 320 healing to an ally. Casting Holy Shock has a chance to have no cooldown for its next cast.",HOLY,paladin_holy_holyshock,,,Holy Shock,1,,20,5
https://talent-builder.haaxor1689.dev/icons/spell_holy_power.png,Increases the critical effect chance of your Holy Light and Flash of Light by [2/4/6]%.,HOLY,paladin_holy_holypower,,,Holy Power,3,,25,6
https://talent-builder.haaxor1689.dev/icons/spell_holy_revivechampion.png,"Crusader Strike has a [20/40/60/80/100]% chance to reset the cooldown of your Holy Shock.  In addition, the healing effect of your Holy Strike is increased by [20/40/60/80/100]% and benefits from an additional [5/10/15/20/25]% of your healing power.",HOLY,paladin_holy_blessedstrikes,,,Blessed Strikes,5,,25,6
https://talent-builder.haaxor1689.dev/icons/spell_holy_auramastery.png,"Critically healing an ally applies Daybreak on them for 30 sec. When the ally takes damage, Daybreak is consumed to heal them for 348 to 389.",HOLY,paladin_holy_daybreak,,,Daybreak,1,,30,7
https://talent-builder.haaxor1689.dev/icons/spell_holy_devotionaura.png,Increases the armor bonus of your Devotion Aura by [5/10/15/20/25]%.,PROTECTION,paladin_protection_improveddevotionaura,,,Improved Devotion Aura,5,,0,1
https://talent-builder.haaxor1689.dev/icons/ability_defend.png,Successful melee and ranged attacks against you have a [2/4/6/8/10]% chance to increase your chance to block by [3/6/9/12/15]%. Lasts 10 sec or 5 blocks.,PROTECTION,paladin_protection_redoubt,,,Redoubt,5,,0,1
https://talent-builder.haaxor1689.dev/icons/ability_rogue_ambush.png,Increases your chance to hit with melee attacks and spells by [1/2/3]%.,PROTECTION,paladin_protection_precision,,,Precision,3,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_holy_sealofprotection.png,Reduces the cooldown of your Hand of Protection by [60/120] sec and increases the duration of your Hand of Freedom by [3/6] sec.,PROTECTION,paladin_protection_guardiansfavor,,,Guardian's Favor,2,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_holy_devotion.png,Increases your armor value from items by [2/4/6/8/10]%.,PROTECTION,paladin_protection_toughness,,,Toughness,5,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_holy_sealoffury.png,Increases the amount of threat generated by your Righteous Fury spell by [25/50/75]%.,PROTECTION,paladin_protection_improvedrighteousfury,,,Improved Righteous Fury,3,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_nature_lightningshield.png,"Places a Blessing on the friendly target, reducing damage dealt from all sources by up to 10 for 10 min.  In addition, when the target blocks a melee attack the attacker will take 14 Holy damage.  Players may only have one Blessing on them per Paladin at any one time.",PROTECTION,paladin_protection_blessingofsanctuary,,,Blessing of Sanctuary,1,,10,3
https://talent-builder.haaxor1689.dev/icons/inv_shield_06.png,Increases the amount of damage absorbed by your shield by [10/20/30]% and has a [33/66/100]% chance to restore 2% of maximum mana when a block occurs. This effect cannot occur more than once every 5 sec.,PROTECTION,paladin_protection_shieldspecialization,,,Shield Specialization,3,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_magic_lesserinvisibilty.png,Increases your Defense skill by [7/14/20].,PROTECTION,paladin_protection_anticipation,,,Anticipation,3,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_holy_redemption.png,Improves your chance to hit with Hand of Reckoning by [4/8]%.,PROTECTION,paladin_protection_improvedhandofreckoning,,,Improved Hand of Reckoning,2,,15,4
https://talent-builder.haaxor1689.dev/icons/spell_holy_sealofmight.png,Decreases the cooldown of your Hammer of Justice spell by [5/10/15] sec.,PROTECTION,paladin_protection_improvedhammerofjustice,,,Improved Hammer of Justice,3,,15,4
https://talent-builder.haaxor1689.dev/icons/ability_warrior_swordandboard.png,"While Righteous Fury is active, your damage taken is reduced by [3/6/10]%.",PROTECTION,paladin_protection_righteousdefense,,,Righteous Defense,3,,20,5
https://talent-builder.haaxor1689.dev/icons/spell_holy_blessingofprotection.png,"Increases chance to block by 45% for 10 sec, and deals 35 Holy damage for each attack blocked while active.  Damage caused by Holy Shield causes 30% additional threat.  Each block expends a charge.  4 charges.",PROTECTION,paladin_protection_holyshield,,,Holy Shield,1,,20,5
https://talent-builder.haaxor1689.dev/icons/spell_holy_blessingofstrength.png,Gives you a [10/20/30/40/50]% chance after blocking an attack to generate an additional attack.,PROTECTION,paladin_protection_reckoning,,,Reckoning,5,,20,5
https://talent-builder.haaxor1689.dev/icons/spell_holy_sealofblood.png,"Increases the threat generated by your Holy Strike by [6/12/18/24/30]% and its damage by [5/10/15/20/25]%.  In addition, Zeal increases the amount of damage blocked by [2/4/6/8/10]%.",PROTECTION,paladin_protection_righteousstrikes,,,Righteous Strikes,5,,25,6
https://talent-builder.haaxor1689.dev/icons/ability_warrior_victoryrush.png,"Bash the target with your shield, dealing 274 to 301 Holy damage and reducing the damage you take by 30% for 12 sec.",PROTECTION,paladin_protection_bulwarkoftherighteous,,,Bulwark of the Righteous,1,,30,7
https://talent-builder.haaxor1689.dev/icons/spell_holy_spiritualguidence.png,Increases the effectiveness your Blessing of Might and Wisdom by [4/8/12/16/20]%.,RETRIBUTION,paladin_retribution_improvedblessings,,,Improved Blessings,5,,0,1
https://talent-builder.haaxor1689.dev/icons/spell_frost_windwalkon.png,Reduces the Mana cost of your Judgement and Seal spells by [3/6/9/12/15]%.,RETRIBUTION,paladin_retribution_benediction,,,Benediction,5,,0,1
https://talent-builder.haaxor1689.dev/icons/spell_holy_righteousfury.png,Decreases the cooldown of your Judgement spell by [1/2] sec.,RETRIBUTION,paladin_retribution_improvedjudgement,,,Improved Judgement,2,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_holy_holysmite.png,Increases the melee attack power bonus of your Seal of the Crusader and the Holy damage increase of your Judgement of the Crusader by [5/10/15]%.,RETRIBUTION,paladin_retribution_improvedsealofthecrusader,,,Improved Seal of the Crusader,3,,5,2
https://talent-builder.haaxor1689.dev/icons/ability_parry.png,Increases your Parry chance by [1/2/3/4/5]%.,RETRIBUTION,paladin_retribution_deflection,,,Deflection,5,,5,2
https://talent-builder.haaxor1689.dev/icons/spell_holy_auraoflight.png,Increases the damage done by your Retribution Aura by [25/50]%.,RETRIBUTION,paladin_retribution_improvedretributionaura,,,Improved Retribution Aura,2,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_holy_retributionaura.png,Increases your chance to get a critical strike with melee weapons by [1/2/3/4/5]%.,RETRIBUTION,paladin_retribution_conviction,,,Conviction,5,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_magic_magearmor.png,"Places a Blessing on the friendly target, increasing total stats by 10% for 10 min.  Players may only have one Blessing on them per Paladin at any one time.",RETRIBUTION,paladin_retribution_blessingofkings,,,Blessing of Kings,1,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_holy_persuitofjustice.png,Increases movement and mounted movement speed by [4/8]%.  This does not stack with other movement speed increasing effects.,RETRIBUTION,paladin_retribution_pursuitofjustice,,,Pursuit of Justice,2,,10,3
https://talent-builder.haaxor1689.dev/icons/inv_hammer_04.png,"Increases the damage you deal with two-handed melee weapons by [2/4/6]%, and your weapon skill with two-handed swords, maces and axes by [1/2/3].",RETRIBUTION,paladin_retribution_twohandedweaponspecialization,,,Two-Handed Weapon Specialization,3,,15,4
https://talent-builder.haaxor1689.dev/icons/spell_holy_vindication.png,Gives the Paladin's damaging melee attacks a chance to reduce the target's damage dealt by [3/6/9]% for 10 sec. Only affects targets of level 62 or lower.,RETRIBUTION,paladin_retribution_vindication,,,Vindication,3,,15,4
https://talent-builder.haaxor1689.dev/icons/spell_holy_eyeforaneye.png,All spell criticals against you cause [15/30]% of the damage taken to the caster as well.  The damage caused by Eye for an Eye will not exceed 50% of the Paladin's total health.,RETRIBUTION,paladin_retribution_eyeforaneye,,,Eye for an Eye,2,,20,5
https://talent-builder.haaxor1689.dev/icons/ability_racial_avatar.png,"Gives you a [1/2/3/4/5]% bonus to all damage you deal and decreases threat you generate by [2/4/6/8/10]% for 30 sec after dealing a critical strike from a weapon swing, spell, or ability. This effect stacks up to 3 times. Threat reduction does not apply if the Paladin is under the effect of Righteous Fury.",RETRIBUTION,paladin_retribution_vengeance,,,Vengeance,5,,20,5
https://talent-builder.haaxor1689.dev/icons/ability_warrior_innerrage.png,"Gives the Paladin a chance to deal additional Holy damage equal to 70% of melee damage.  Only one Seal can be active on the Paladin at any one time.  Lasts 30 sec.

Unleashing this Seal's energy will judge an enemy, instantly causing 68 to 72 Holy damage, 137 to 145 if the target is stunned or incapacitated. This damage is increased by 15% of your attack power.",RETRIBUTION,paladin_retribution_sealofcommand,,,Seal of Command,1,,20,5
https://talent-builder.haaxor1689.dev/icons/spell_holy_crusaderstrike.png,"Crusader Strike deals an additional [2/4/6/8/10]% damage and Zeal increases your attack and casting speed by an additional 2% per stack.
Holy Strike infuses you with Holy Might, increasing your Strength by [4/8/12/16/20]% for 20 sec.",RETRIBUTION,paladin_retribution_vengefulstrikes,,,Vengeful Strikes,5,,25,6
https://talent-builder.haaxor1689.dev/icons/spell_holy_prayerofhealing.png,"Puts the enemy target in a state of meditation, incapacitating them for up to 6 sec.  Any damage caused will awaken the target.

If the target is immune to the effect, they repent for their sins, taking 80 Holy damage each time they perform a melee attack for 20 sec.",RETRIBUTION,paladin_retribution_repentance,,,Repentance,1,,30,7
https://talent-builder.haaxor1689.dev/icons/spell_nature_ravenform.png,"While Aspect of the Hawk is active, all normal ranged attacks have a 10% chance of increasing ranged attack speed by [3/6/9/12/15]% for 12 sec.  While Aspect of the Wolf is active, all normal melee attacks have a 10% chance of increasing melee attack speed by [3/6/9/12/15]% for 12 sec.",BEAST MASTERY,hunter_beastmastery_swiftaspects,,,Swift Aspects,5,,0,1
https://talent-builder.haaxor1689.dev/icons/spell_nature_reincarnation.png,Adds [6/12/18/24/30]% of your Stamina to the Stamina of your pets and increases the Health of your pets by [1/2/3/4/5]%.,BEAST MASTERY,hunter_beastmastery_endurancetraining,,,Endurance Training,5,,0,1
https://talent-builder.haaxor1689.dev/icons/ability_eyeoftheowl.png,"Increases the duration of your Eyes of the Beast by [30/60] sec.

While channeling Eyes of the Beast, your pet deals [15/30]% additional damage and gains [15/30]% increased Focus regeneration.",BEAST MASTERY,hunter_beastmastery_improvedeyesofthebeast,,,Improved Eyes of the Beast,2,,5,2
https://talent-builder.haaxor1689.dev/icons/ability_hunter_aspectofthemonkey.png,"Increases the Dodge bonus of your Aspect of the Monkey by [2/4/6]%. While Aspect of the Wolf is active, you're healed for [2/4/6]% of your melee damage.",BEAST MASTERY,hunter_beastmastery_improvedprimalaspects,,,Improved Primal Aspects,3,,5,2
https://talent-builder.haaxor1689.dev/icons/inv_misc_pelt_bear_03.png,Adds [12/24/36]% of your armor value from items to the armor value of your pets and increases the armor value of your pets by [4/7/10]%.,BEAST MASTERY,hunter_beastmastery_thickhide,,,Thick Hide,3,,5,2
https://talent-builder.haaxor1689.dev/icons/ability_hunter_beastsoothe.png,"Revive Pet's casting time is reduced by [3/6] sec, mana cost is reduced by [20/40]%, and increases the health your pet returns with by an additional [15/30]%.",BEAST MASTERY,hunter_beastmastery_improvedrevivepet,,,Improved Revive Pet,2,,5,2
https://talent-builder.haaxor1689.dev/icons/ability_mount_jungletiger.png,Increases the speed bonus of your Aspect of the Cheetah and Aspect of the Pack by [3/6]% and increases your pet's movement speed by [15/30]%.,BEAST MASTERY,hunter_beastmastery_pathfinding,,,Pathfinding,2,,10,3
https://talent-builder.haaxor1689.dev/icons/spell_coordinated_assault_1.png,"Hitting an enemy with Arcane Shot, Steady Shot or Raptor Strike causes your pet's next attack within 6 sec to also perform an attack that deals Physical damage equal to 30% of its Attack Power.  This effect can trigger only once every 3 sec.",BEAST MASTERY,hunter_beastmastery_coordinatedassault,,,Coordinated Assault,1,,10,3
